PWM;Distancia;Onda;Voltaje
115;5;625;2.92
120;5;625;2.5
125;5;625;2.34
130;5;625;2.78
135;5;625;3.06
140;5;625;2.8
145;5;625;2.46
150;5;625;2.89
155;5;625;3.17
160;5;625;3.01
165;5;625;2.54
170;5;625;2.98
175;5;625;3.25
180;5;625;3.15
185;5;625;2.91
190;5;625;3.04
195;5;625;3.31
200;5;625;3.26
205;5;625;3.14
210;5;625;3.09
215;5;625;3.36
220;5;625;3.34
225;5;625;3.28
230;5;625;3.13
235;5;625;3.4
240;5;625;3.39
245;5;625;3.38
250;5;625;3.36
255;5;625;3.43
5;5;625;0.26
10;5;625;0.31
15;5;625;0.52
20;5;625;0.84
25;5;625;1.34
30;5;625;0.93
35;5;625;1.22
40;5;625;1.62
45;5;625;1.58
50;5;625;1.38
55;5;625;1.72
60;5;625;2.21
65;5;625;1.78
70;5;625;1.74
75;5;625;2.12
80;5;625;2.69
85;5;625;1.95
90;5;625;2.03
95;5;625;2.48
100;5;625;2.77
105;5;625;2.17
110;5;625;2.24
115;5;625;2.67
120;5;625;2.97
125;5;625;2.61
130;5;625;2.37
135;5;625;2.81
140;5;625;3.09
145;5;625;2.87
150;5;625;2.46
155;5;625;2.89
160;5;625;3.19
165;5;625;3.06
170;5;625;2.66
175;5;625;2.98
180;5;625;3.26
185;5;625;3.19
190;5;625;3
195;5;625;3.04
200;5;625;3.32
205;5;625;3.28
210;5;625;3.18
215;5;625;3.1
220;5;625;3.37
225;5;625;3.35
230;5;625;3.31
235;5;625;3.2
240;5;625;3.41
245;5;625;3.41
250;5;625;3.41
255;5;625;3.41
5;5;625;0.35
10;5;625;0.41
15;5;625;0.45
20;5;625;0.68
25;5;625;0.97
30;5;625;1.35
35;5;625;1.04
40;5;625;1.2
45;5;625;1.5
50;5;625;1.93
55;5;625;1.84
60;5;625;1.52
65;5;625;1.83
70;5;625;2.28
75;5;625;2.37
80;5;625;1.74
85;5;625;2.07
90;5;625;2.53
95;5;625;2.67
100;5;625;1.92
105;5;625;2.21
110;5;625;2.6
115;5;625;2.97
120;5;625;2.68
125;5;625;2.24
130;5;625;2.6
135;5;625;3.1
140;5;625;3.01
145;5;625;2.71
150;5;625;2.55
155;5;625;2.97
160;5;625;3.19
165;5;625;3.06
170;5;625;2.76
175;5;625;2.88
180;5;625;3.28
185;5;625;3.23
190;5;625;3.12
195;5;625;2.81
200;5;625;3.26
205;5;625;3.33
210;5;625;3.29
215;5;625;3.21
220;5;625;3.1
225;5;625;3.38
230;5;625;3.37
235;5;625;3.36
240;5;625;3.31
245;5;625;3.42
250;5;625;3.42
255;5;625;3.43
5;5;625;0.29
10;5;625;0.52
15;5;625;0.61
20;5;625;1.1
25;5;625;0.8
30;5;625;1.06
35;5;625;1.4
40;5;625;1.89
45;5;625;1.23
50;5;625;1.5
55;5;625;1.87
60;5;625;2.38
65;5;625;1.5
70;5;625;1.78
75;5;625;2.16
80;5;625;2.7
85;5;625;2.05
90;5;625;1.98
95;5;625;2.37
100;5;625;2.9
105;5;625;2.57
110;5;625;2.09
115;5;625;2.42
120;5;625;2.88
125;5;625;2.94
130;5;625;2.58
135;5;625;2.42
140;5;625;2.83
145;5;625;3.13
150;5;625;2.99
155;5;625;2.61
160;5;625;2.74
165;5;625;3.25
170;5;625;3.19
175;5;625;3.05
180;5;625;2.68
185;5;625;3.1
190;5;625;3.29
195;5;625;3.24
200;5;625;3.12
205;5;625;2.98
210;5;625;3.36
215;5;625;3.34
220;5;625;3.3
225;5;625;3.22
230;5;625;3.33
235;5;625;3.4
240;5;625;3.39
245;5;625;3.38
250;5;625;3.36
255;5;625;3.43
5;5;625;0.25
10;5;625;0.41
15;5;625;0.5
20;5;625;0.79
25;5;625;1.18
30;5;625;0.87
35;5;625;1.1
40;5;625;1.41
45;5;625;1.84
50;5;625;1.52
55;5;625;1.47
60;5;625;1.79
65;5;625;2.24
70;5;625;2.18
75;5;625;1.72
80;5;625;2.05
85;5;625;2.53
90;5;625;2.55
95;5;625;1.9
100;5;625;2.23
105;5;625;2.65
110;5;625;2.88
115;5;625;2.48
120;5;625;2.26
125;5;625;2.63
130;5;625;3.09
135;5;625;2.93
140;5;625;2.51
145;5;625;2.58
150;5;625;3.04
155;5;625;3.14
160;5;625;2.99
165;5;625;2.54
170;5;625;2.93
175;5;625;3.26
180;5;625;3.19
185;5;625;3.04
190;5;625;2.84
195;5;625;3.33
200;5;625;3.3
205;5;625;3.26
210;5;625;3.13
215;5;625;3.17
220;5;625;3.37
225;5;625;3.35
230;5;625;3.32
235;5;625;3.25
240;5;625;3.41
245;5;625;3.41
250;5;625;3.41
255;5;625;3.42
5;7.5;625;0.21
10;7.5;625;0.32
15;7.5;625;0.43
20;7.5;625;0.73
25;7.5;625;0.62
30;7.5;625;0.84
35;7.5;625;1.13
40;7.5;625;1.41
45;7.5;625;1.06
50;7.5;625;1.35
55;7.5;625;1.77
60;7.5;625;1.39
65;7.5;625;1.41
70;7.5;625;1.74
75;7.5;625;2.29
80;7.5;625;1.52
85;7.5;625;1.71
90;7.5;625;2.11
95;7.5;625;2.39
100;7.5;625;1.66
105;7.5;625;1.95
110;7.5;625;2.37
115;7.5;625;2.57
120;7.5;625;2.16
125;7.5;625;2.09
130;7.5;625;2.51
135;7.5;625;2.73
140;7.5;625;2.47
145;7.5;625;2.19
150;7.5;625;2.61
155;7.5;625;2.85
160;7.5;625;2.69
165;7.5;625;2.27
170;7.5;625;2.69
175;7.5;625;2.94
180;7.5;625;2.84
185;7.5;625;2.62
190;7.5;625;2.76
195;7.5;625;3.02
200;7.5;625;2.96
205;7.5;625;2.84
210;7.5;625;2.83
215;7.5;625;3.07
220;7.5;625;3.05
225;7.5;625;2.99
230;7.5;625;2.87
235;7.5;625;3.12
240;7.5;625;3.11
245;7.5;625;3.11
250;7.5;625;3.08
255;7.5;625;3.16
5;7.5;625;0.2
10;7.5;625;0.26
15;7.5;625;0.41
20;7.5;625;0.67
25;7.5;625;0.94
30;7.5;625;0.77
35;7.5;625;1.01
40;7.5;625;1.36
45;7.5;625;1.18
50;7.5;625;1.17
55;7.5;625;1.47
60;7.5;625;1.92
65;7.5;625;1.38
70;7.5;625;1.5
75;7.5;625;1.85
80;7.5;625;2.29
85;7.5;625;1.51
90;7.5;625;1.78
95;7.5;625;2.21
100;7.5;625;2.39
105;7.5;625;1.75
110;7.5;625;2
115;7.5;625;2.43
120;7.5;625;2.6
125;7.5;625;2.21
130;7.5;625;2.13
135;7.5;625;2.56
140;7.5;625;2.76
145;7.5;625;2.51
150;7.5;625;2.23
155;7.5;625;2.65
160;7.5;625;2.87
165;7.5;625;2.72
170;7.5;625;2.33
175;7.5;625;2.73
180;7.5;625;2.96
185;7.5;625;2.88
190;7.5;625;2.68
195;7.5;625;2.79
200;7.5;625;3.03
205;7.5;625;2.99
210;7.5;625;2.88
215;7.5;625;2.84
220;7.5;625;3.09
225;7.5;625;3.07
230;7.5;625;3.03
235;7.5;625;2.91
240;7.5;625;3.13
245;7.5;625;3.13
250;7.5;625;3.13
255;7.5;625;3.13
5;7.5;625;0.26
10;7.5;625;0.29
15;7.5;625;0.36
20;7.5;625;0.54
25;7.5;625;0.77
30;7.5;625;1.1
35;7.5;625;0.8
40;7.5;625;1
45;7.5;625;1.26
50;7.5;625;1.64
55;7.5;625;1.46
60;7.5;625;1.3
65;7.5;625;1.58
70;7.5;625;1.98
75;7.5;625;1.97
80;7.5;625;1.52
85;7.5;625;1.81
90;7.5;625;2.23
95;7.5;625;2.31
100;7.5;625;1.68
105;7.5;625;1.95
110;7.5;625;2.32
115;7.5;625;2.62
120;7.5;625;2.33
125;7.5;625;1.98
130;7.5;625;2.32
135;7.5;625;2.82
140;7.5;625;2.68
145;7.5;625;2.38
150;7.5;625;2.29
155;7.5;625;2.71
160;7.5;625;2.87
165;7.5;625;2.74
170;7.5;625;2.44
175;7.5;625;2.62
180;7.5;625;2.99
185;7.5;625;2.93
190;7.5;625;2.82
195;7.5;625;2.55
200;7.5;625;3.01
205;7.5;625;3.04
210;7.5;625;2.99
215;7.5;625;2.9
220;7.5;625;2.88
225;7.5;625;3.1
230;7.5;625;3.09
235;7.5;625;3.07
240;7.5;625;3.03
245;7.5;625;3.15
250;7.5;625;3.15
255;7.5;625;3.15
5;7.5;625;0.22
10;7.5;625;0.28
15;7.5;625;0.48
20;7.5;625;0.77
25;7.5;625;0.65
30;7.5;625;0.86
35;7.5;625;1.15
40;7.5;625;1.48
45;7.5;625;1.03
50;7.5;625;1.27
55;7.5;625;1.59
60;7.5;625;1.96
65;7.5;625;1.29
70;7.5;625;1.54
75;7.5;625;1.89
80;7.5;625;2.29
85;7.5;625;1.61
90;7.5;625;1.74
95;7.5;625;2.1
100;7.5;625;2.52
105;7.5;625;2.17
110;7.5;625;1.85
115;7.5;625;2.17
120;7.5;625;2.63
125;7.5;625;2.58
130;7.5;625;2.21
135;7.5;625;2.17
140;7.5;625;2.55
145;7.5;625;2.82
150;7.5;625;2.65
155;7.5;625;2.28
160;7.5;625;2.49
165;7.5;625;2.94
170;7.5;625;2.86
175;7.5;625;2.71
180;7.5;625;2.44
185;7.5;625;2.88
190;7.5;625;2.99
195;7.5;625;2.93
200;7.5;625;2.8
205;7.5;625;2.76
210;7.5;625;3.07
215;7.5;625;3.04
220;7.5;625;3
225;7.5;625;2.89
230;7.5;625;3.12
235;7.5;625;3.11
240;7.5;625;3.11
245;7.5;625;3.1
250;7.5;625;3.07
255;7.5;625;3.16
5;7.5;625;0.2
10;7.5;625;0.3
15;7.5;625;0.4
20;7.5;625;0.64
25;7.5;625;0.98
30;7.5;625;0.72
35;7.5;625;0.93
40;7.5;625;1.2
45;7.5;625;1.61
50;7.5;625;1.05
55;7.5;625;1.27
60;7.5;625;1.56
65;7.5;625;2
70;7.5;625;1.64
75;7.5;625;1.51
80;7.5;625;1.82
85;7.5;625;2.28
90;7.5;625;2.1
95;7.5;625;1.69
100;7.5;625;2
105;7.5;625;2.42
110;7.5;625;2.48
115;7.5;625;2.01
120;7.5;625;2.04
125;7.5;625;2.42
130;7.5;625;2.74
135;7.5;625;2.53
140;7.5;625;2.05
145;7.5;625;2.39
150;7.5;625;2.88
155;7.5;625;2.8
160;7.5;625;2.6
165;7.5;625;2.35
170;7.5;625;2.76
175;7.5;625;2.94
180;7.5;625;2.86
185;7.5;625;2.67
190;7.5;625;2.66
195;7.5;625;3.04
200;7.5;625;3
205;7.5;625;2.93
210;7.5;625;2.77
215;7.5;625;3.03
220;7.5;625;3.08
225;7.5;625;3.06
230;7.5;625;3.02
235;7.5;625;2.9
240;7.5;625;3.13
245;7.5;625;3.13
250;7.5;625;3.13
255;7.5;625;3.14
5;10;625;0.23
10;10;625;0.31
15;10;625;0.47
20;10;625;0.79
25;10;625;0.69
30;10;625;0.92
35;10;625;1.23
40;10;625;1.49
45;10;625;1.17
50;10;625;1.46
55;10;625;1.86
60;10;625;1.51
65;10;625;1.54
70;10;625;1.87
75;10;625;2.36
80;10;625;1.68
85;10;625;1.85
90;10;625;2.22
95;10;625;2.48
100;10;625;1.81
105;10;625;2.1
110;10;625;2.48
115;10;625;2.65
120;10;625;2.29
125;10;625;2.22
130;10;625;2.61
135;10;625;2.82
140;10;625;2.58
145;10;625;2.34
150;10;625;2.72
155;10;625;2.94
160;10;625;2.8
165;10;625;2.44
170;10;625;2.81
175;10;625;3.04
180;10;625;2.94
185;10;625;2.74
190;10;625;2.88
195;10;625;3.11
200;10;625;3.05
205;10;625;2.95
210;10;625;2.94
215;10;625;3.17
220;10;625;3.14
225;10;625;3.1
230;10;625;2.98
235;10;625;3.21
240;10;625;3.21
245;10;625;3.2
250;10;625;3.19
255;10;625;3.25
5;10;625;0.22
10;10;625;0.33
15;10;625;0.45
20;10;625;0.72
25;10;625;1.14
30;10;625;0.85
35;10;625;1.09
40;10;625;1.42
45;10;625;1.4
50;10;625;1.28
55;10;625;1.56
60;10;625;1.97
65;10;625;1.6
70;10;625;1.62
75;10;625;1.95
80;10;625;2.4
85;10;625;1.76
90;10;625;1.91
95;10;625;2.29
100;10;625;2.51
105;10;625;2
110;10;625;2.12
115;10;625;2.5
120;10;625;2.71
125;10;625;2.39
130;10;625;2.25
135;10;625;2.64
140;10;625;2.85
145;10;625;2.65
150;10;625;2.35
155;10;625;2.73
160;10;625;2.97
165;10;625;2.84
170;10;625;2.52
175;10;625;2.82
180;10;625;3.05
185;10;625;2.98
190;10;625;2.81
195;10;625;2.89
200;10;625;3.12
205;10;625;3.08
210;10;625;2.99
215;10;625;2.95
220;10;625;3.18
225;10;625;3.16
230;10;625;3.13
235;10;625;3.04
240;10;625;3.22
245;10;625;3.22
250;10;625;3.23
255;10;625;3.23
5;10;625;0.28
10;10;625;0.36
15;10;625;0.4
20;10;625;0.61
25;10;625;0.85
30;10;625;1.16
35;10;625;0.97
40;10;625;1.09
45;10;625;1.35
50;10;625;1.7
55;10;625;1.63
60;10;625;1.42
65;10;625;1.68
70;10;625;2.05
75;10;625;2.11
80;10;625;1.64
85;10;625;1.93
90;10;625;2.31
95;10;625;2.41
100;10;625;1.81
105;10;625;2.08
110;10;625;2.42
115;10;625;2.71
120;10;625;2.44
125;10;625;2.13
130;10;625;2.44
135;10;625;2.88
140;10;625;2.77
145;10;625;2.51
150;10;625;2.42
155;10;625;2.8
160;10;625;2.96
165;10;625;2.84
170;10;625;2.59
175;10;625;2.74
180;10;625;3.07
185;10;625;3.02
190;10;625;2.92
195;10;625;2.68
200;10;625;3.09
205;10;625;3.12
210;10;625;3.09
215;10;625;3.01
220;10;625;2.98
225;10;625;3.19
230;10;625;3.18
235;10;625;3.16
240;10;625;3.13
245;10;625;3.24
250;10;625;3.24
255;10;625;3.25
5;10;625;0.25
10;10;625;0.35
15;10;625;0.52
20;10;625;0.9
25;10;625;0.72
30;10;625;0.94
35;10;625;1.23
40;10;625;1.63
45;10;625;1.13
50;10;625;1.36
55;10;625;1.67
60;10;625;2.1
65;10;625;1.4
70;10;625;1.65
75;10;625;1.96
80;10;625;2.41
85;10;625;1.88
90;10;625;1.85
95;10;625;2.18
100;10;625;2.64
105;10;625;2.35
110;10;625;1.97
115;10;625;2.26
120;10;625;2.66
125;10;625;2.7
130;10;625;2.4
135;10;625;2.28
140;10;625;2.63
145;10;625;2.91
150;10;625;2.77
155;10;625;2.47
160;10;625;2.59
165;10;625;3.03
170;10;625;2.96
175;10;625;2.83
180;10;625;2.57
185;10;625;2.95
190;10;625;3.08
195;10;625;3.03
200;10;625;2.92
205;10;625;2.86
210;10;625;3.16
215;10;625;3.14
220;10;625;3.1
225;10;625;3.03
230;10;625;3.2
235;10;625;3.21
240;10;625;3.2
245;10;625;3.2
250;10;625;3.18
255;10;625;3.25
5;10;625;0.22
10;10;625;0.35
15;10;625;0.44
20;10;625;0.69
25;10;625;1.02
30;10;625;0.8
35;10;625;1.01
40;10;625;1.28
45;10;625;1.65
50;10;625;1.22
55;10;625;1.38
60;10;625;1.65
65;10;625;2.04
70;10;625;1.86
75;10;625;1.63
80;10;625;1.92
85;10;625;2.34
90;10;625;2.24
95;10;625;1.81
100;10;625;2.11
105;10;625;2.48
110;10;625;2.6
115;10;625;2.23
120;10;625;2.16
125;10;625;2.49
130;10;625;2.84
135;10;625;2.67
140;10;625;2.29
145;10;625;2.47
150;10;625;2.89
155;10;625;2.9
160;10;625;2.74
165;10;625;2.45
170;10;625;2.82
175;10;625;3.04
180;10;625;2.96
185;10;625;2.82
190;10;625;2.74
195;10;625;3.12
200;10;625;3.09
205;10;625;3.04
210;10;625;2.92
215;10;625;3.06
220;10;625;3.17
225;10;625;3.15
230;10;625;3.12
235;10;625;3.06
240;10;625;3.23
245;10;625;3.23
250;10;625;3.23
255;10;625;3.24
5;12.5;625;0.19
10;12.5;625;0.24
15;12.5;625;0.39
20;12.5;625;0.65
25;12.5;625;0.59
30;12.5;625;0.79
35;12.5;625;1.05
40;12.5;625;1.27
45;12.5;625;1.03
50;12.5;625;1.28
55;12.5;625;1.64
60;12.5;625;1.29
65;12.5;625;1.37
70;12.5;625;1.67
75;12.5;625;2.09
80;12.5;625;1.44
85;12.5;625;1.66
90;12.5;625;2.01
95;12.5;625;2.2
100;12.5;625;1.64
105;12.5;625;1.91
110;12.5;625;2.26
115;12.5;625;2.39
120;12.5;625;2.04
125;12.5;625;2.05
130;12.5;625;2.41
135;12.5;625;2.56
140;12.5;625;2.32
145;12.5;625;2.16
150;12.5;625;2.53
155;12.5;625;2.7
160;12.5;625;2.55
165;12.5;625;2.25
170;12.5;625;2.62
175;12.5;625;2.8
180;12.5;625;2.7
185;12.5;625;2.51
190;12.5;625;2.69
195;12.5;625;2.88
200;12.5;625;2.83
205;12.5;625;2.72
210;12.5;625;2.76
215;12.5;625;2.95
220;12.5;625;2.92
225;12.5;625;2.88
230;12.5;625;2.81
235;12.5;625;3
240;12.5;625;3
245;12.5;625;2.99
250;12.5;625;2.97
255;12.5;625;3.04
5;12.5;625;0.19
10;12.5;625;0.29
15;12.5;625;0.39
20;12.5;625;0.62
25;12.5;625;0.73
30;12.5;625;0.74
35;12.5;625;0.96
40;12.5;625;1.27
45;12.5;625;0.96
50;12.5;625;1.15
55;12.5;625;1.41
60;12.5;625;1.82
65;12.5;625;1.24
70;12.5;625;1.48
75;12.5;625;1.79
80;12.5;625;2.06
85;12.5;625;1.49
90;12.5;625;1.76
95;12.5;625;2.15
100;12.5;625;2.17
105;12.5;625;1.71
110;12.5;625;1.97
115;12.5;625;2.35
120;12.5;625;2.4
125;12.5;625;2.04
130;12.5;625;2.12
135;12.5;625;2.51
140;12.5;625;2.57
145;12.5;625;2.34
150;12.5;625;2.22
155;12.5;625;2.61
160;12.5;625;2.7
165;12.5;625;2.55
170;12.5;625;2.31
175;12.5;625;2.7
180;12.5;625;2.81
185;12.5;625;2.72
190;12.5;625;2.52
195;12.5;625;2.78
200;12.5;625;2.89
205;12.5;625;2.84
210;12.5;625;2.74
215;12.5;625;2.83
220;12.5;625;2.96
225;12.5;625;2.94
230;12.5;625;2.9
235;12.5;625;2.89
240;12.5;625;3.01
245;12.5;625;3.01
250;12.5;625;3.01
255;12.5;625;3.02
5;12.5;625;0.24
10;12.5;625;0.29
15;12.5;625;0.34
20;12.5;625;0.52
25;12.5;625;0.74
30;12.5;625;1.04
35;12.5;625;0.79
40;12.5;625;0.98
45;12.5;625;1.22
50;12.5;625;1.57
55;12.5;625;1.1
60;12.5;625;1.3
65;12.5;625;1.56
70;12.5;625;1.94
75;12.5;625;1.65
80;12.5;625;1.52
85;12.5;625;1.8
90;12.5;625;2.21
95;12.5;625;2.02
100;12.5;625;1.71
105;12.5;625;1.96
110;12.5;625;2.33
115;12.5;625;2.38
120;12.5;625;2.06
125;12.5;625;2.01
130;12.5;625;2.33
135;12.5;625;2.61
140;12.5;625;2.46
145;12.5;625;2.14
150;12.5;625;2.31
155;12.5;625;2.7
160;12.5;625;2.69
165;12.5;625;2.55
170;12.5;625;2.29
175;12.5;625;2.63
180;12.5;625;2.83
185;12.5;625;2.76
190;12.5;625;2.64
195;12.5;625;2.57
200;12.5;625;2.92
205;12.5;625;2.89
210;12.5;625;2.84
215;12.5;625;2.75
220;12.5;625;2.9
225;12.5;625;2.97
230;12.5;625;2.96
235;12.5;625;2.94
240;12.5;625;2.89
245;12.5;625;3.03
250;12.5;625;3.03
255;12.5;625;3.04
5;12.5;625;0.21
10;12.5;625;0.35
15;12.5;625;0.45
20;12.5;625;0.46
25;12.5;625;0.64
30;12.5;625;0.84
35;12.5;625;1.11
40;12.5;625;1.06
45;12.5;625;1.03
50;12.5;625;1.26
55;12.5;625;1.56
60;12.5;625;1.59
65;12.5;625;1.3
70;12.5;625;1.54
75;12.5;625;1.88
80;12.5;625;1.96
85;12.5;625;1.51
90;12.5;625;1.76
95;12.5;625;2.1
100;12.5;625;2.26
105;12.5;625;1.86
110;12.5;625;1.88
115;12.5;625;2.19
120;12.5;625;2.53
125;12.5;625;2.33
130;12.5;625;1.93
135;12.5;625;2.2
140;12.5;625;2.59
145;12.5;625;2.6
150;12.5;625;2.41
155;12.5;625;2.2
160;12.5;625;2.55
165;12.5;625;2.77
170;12.5;625;2.67
175;12.5;625;2.5
180;12.5;625;2.5
185;12.5;625;2.87
190;12.5;625;2.83
195;12.5;625;2.76
200;12.5;625;2.61
205;12.5;625;2.82
210;12.5;625;2.93
215;12.5;625;2.9
220;12.5;625;2.85
225;12.5;625;2.73
230;12.5;625;2.99
235;12.5;625;2.99
240;12.5;625;2.98
245;12.5;625;2.97
250;12.5;625;3.04
255;12.5;625;3.04
5;12.5;625;0.19
10;12.5;625;0.21
15;12.5;625;0.39
20;12.5;625;0.61
25;12.5;625;0.93
30;12.5;625;0.72
35;12.5;625;0.92
40;12.5;625;1.18
45;12.5;625;1.49
50;12.5;625;1.07
55;12.5;625;1.28
60;12.5;625;1.56
65;12.5;625;1.9
70;12.5;625;1.31
75;12.5;625;1.54
80;12.5;625;1.84
85;12.5;625;2.19
90;12.5;625;1.73
95;12.5;625;1.73
100;12.5;625;2.04
105;12.5;625;2.42
110;12.5;625;2.17
115;12.5;625;1.82
120;12.5;625;2.09
125;12.5;625;2.46
130;12.5;625;2.5
135;12.5;625;2.26
140;12.5;625;2.11
145;12.5;625;2.43
150;12.5;625;2.7
155;12.5;625;2.59
160;12.5;625;2.35
165;12.5;625;2.4
170;12.5;625;2.82
175;12.5;625;2.77
180;12.5;625;2.66
185;12.5;625;2.44
190;12.5;625;2.72
195;12.5;625;2.88
200;12.5;625;2.83
205;12.5;625;2.75
210;12.5;625;2.65
215;12.5;625;2.96
220;12.5;625;2.94
225;12.5;625;2.92
230;12.5;625;2.87
235;12.5;625;2.97
240;12.5;625;3.01
245;12.5;625;3.01
250;12.5;625;3.01
255;12.5;625;3.02
5;15;625;0.18
10;15;625;0.27
15;15;625;0.37
20;15;625;0.6
25;15;625;0.55
30;15;625;0.74
35;15;625;0.99
40;15;625;1.17
45;15;625;0.97
50;15;625;1.22
55;15;625;1.55
60;15;625;1.19
65;15;625;1.31
70;15;625;1.58
75;15;625;1.97
80;15;625;1.35
85;15;625;1.59
90;15;625;1.93
95;15;625;2.1
100;15;625;1.57
105;15;625;1.82
110;15;625;2.17
115;15;625;2.29
120;15;625;1.96
125;15;625;1.96
130;15;625;2.31
135;15;625;2.47
140;15;625;2.24
145;15;625;2.07
150;15;625;2.42
155;15;625;2.6
160;15;625;2.46
165;15;625;2.16
170;15;625;2.5
175;15;625;2.7
180;15;625;2.61
185;15;625;2.44
190;15;625;2.58
195;15;625;2.79
200;15;625;2.74
205;15;625;2.64
210;15;625;2.64
215;15;625;2.85
220;15;625;2.83
225;15;625;2.79
230;15;625;2.69
235;15;625;2.91
240;15;625;2.91
245;15;625;2.9
250;15;625;2.89
255;15;625;2.96
5;15;625;0.17
10;15;625;0.22
15;15;625;0.35
20;15;625;0.56
25;15;625;0.87
30;15;625;0.68
35;15;625;0.88
40;15;625;1.15
45;15;625;1.09
50;15;625;1.07
55;15;625;1.31
60;15;625;1.66
65;15;625;1.28
70;15;625;1.38
75;15;625;1.67
80;15;625;2.02
85;15;625;1.43
90;15;625;1.65
95;15;625;2
100;15;625;2.13
105;15;625;1.65
110;15;625;1.86
115;15;625;2.2
120;15;625;2.34
125;15;625;2.03
130;15;625;2
135;15;625;2.36
140;15;625;2.49
145;15;625;2.29
150;15;625;2.1
155;15;625;2.46
160;15;625;2.62
165;15;625;2.49
170;15;625;2.2
175;15;625;2.54
180;15;625;2.72
185;15;625;2.65
190;15;625;2.49
195;15;625;2.61
200;15;625;2.81
205;15;625;2.76
210;15;625;2.68
215;15;625;2.67
220;15;625;2.87
225;15;625;2.85
230;15;625;2.82
235;15;625;2.74
240;15;625;2.92
245;15;625;2.92
250;15;625;2.93
255;15;625;2.94
5;15;625;0.21
10;15;625;0.25
15;15;625;0.31
20;15;625;0.48
25;15;625;0.67
30;15;625;0.93
35;15;625;0.73
40;15;625;0.9
45;15;625;1.12
50;15;625;1.42
55;15;625;1.27
60;15;625;1.2
65;15;625;1.43
70;15;625;1.75
75;15;625;1.72
80;15;625;1.41
85;15;625;1.66
90;15;625;2
95;15;625;2.03
100;15;625;1.58
105;15;625;1.82
110;15;625;2.14
115;15;625;2.33
120;15;625;2.08
125;15;625;1.88
130;15;625;2.17
135;15;625;2.55
140;15;625;2.41
145;15;625;2.17
150;15;625;2.16
155;15;625;2.5
160;15;625;2.62
165;15;625;2.5
170;15;625;2.27
175;15;625;2.46
180;15;625;2.75
185;15;625;2.69
190;15;625;2.6
195;15;625;2.41
200;15;625;2.79
205;15;625;2.81
210;15;625;2.77
215;15;625;2.7
220;15;625;2.69
225;15;625;2.88
230;15;625;2.87
235;15;625;2.86
240;15;625;2.83
245;15;625;2.94
250;15;625;2.94
255;15;625;2.95
5;15;625;0.19
10;15;625;0.35
15;15;625;0.4
20;15;625;0.63
25;15;625;0.58
30;15;625;0.76
35;15;625;1
40;15;625;1.22
45;15;625;0.94
50;15;625;1.15
55;15;625;1.42
60;15;625;1.65
65;15;625;1.2
70;15;625;1.42
75;15;625;1.72
80;15;625;1.97
85;15;625;1.42
90;15;625;1.63
95;15;625;1.94
100;15;625;2.22
105;15;625;1.92
110;15;625;1.75
115;15;625;2.02
120;15;625;2.41
125;15;625;2.31
130;15;625;2
135;15;625;2.05
140;15;625;2.39
145;15;625;2.54
150;15;625;2.39
155;15;625;2.09
160;15;625;2.37
165;15;625;2.69
170;15;625;2.61
175;15;625;2.48
180;15;625;2.34
185;15;625;2.71
190;15;625;2.75
195;15;625;2.69
200;15;625;2.59
205;15;625;2.62
210;15;625;2.84
215;15;625;2.82
220;15;625;2.79
225;15;625;2.71
230;15;625;2.91
235;15;625;2.9
240;15;625;2.9
245;15;625;2.89
250;15;625;2.88
255;15;625;2.96
5;15;625;0.17
0.3;15;625;0.21
15;15;625;0.35
20;15;625;0.55
25;15;625;0.82
30;15;625;0.66
35;15;625;0.83
40;15;625;1.06
45;15;625;1.38
50;15;625;0.98
55;15;625;1.17
60;15;625;1.41
65;15;625;1.76
70;15;625;1.44
75;15;625;1.41
80;15;625;1.67
85;15;625;2.05
90;15;625;1.83
95;15;625;1.59
100;15;625;1.87
105;15;625;2.21
110;15;625;2.19
115;15;625;1.82
120;15;625;1.92
125;15;625;2.23
130;15;625;2.47
135;15;625;2.29
140;15;625;1.95
145;15;625;2.23
150;15;625;2.62
155;15;625;2.55
160;15;625;2.39
165;15;625;2.21
170;15;625;2.55
175;15;625;2.7
180;15;625;2.62
185;15;625;2.48
190;15;625;2.49
195;15;625;2.81
200;15;625;2.77
205;15;625;2.71
210;15;625;2.6
215;15;625;2.83
220;15;625;2.86
225;15;625;2.84
230;15;625;2.82
235;15;625;2.74
240;15;625;2.92
245;15;625;2.93
250;15;625;2.93
255;15;625;2.94
5;5;465;0.31
10;5;465;0.66
15;5;465;1.34
20;5;465;2.4
25;5;465;1.2
30;5;465;1.71
35;5;465;2.46
40;5;465;4.04
45;5;465;1.81
50;5;465;2.4
55;5;465;3.37
60;5;465;3.83
65;5;465;2.21
70;5;465;2.82
75;5;465;4.02
80;5;465;3.79
85;5;465;2.56
90;5;465;3.25
95;5;465;4.25
100;5;465;3.69
105;5;465;2.81
110;5;465;3.49
115;5;465;4.28
120;5;465;4.14
125;5;465;2.88
130;5;465;3.52
135;5;465;4.3
140;5;465;4.24
145;5;465;2.95
150;5;465;3.58
155;5;465;4.32
160;5;465;4.28
165;5;465;3.88
170;5;465;3.61
175;5;465;4.33
180;5;465;4.31
185;5;465;4.21
190;5;465;3.65
195;5;465;4.34
200;5;465;4.33
205;5;465;4.29
210;5;465;3.68
215;5;465;4.34
220;5;465;4.34
225;5;465;4.32
